id,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,day,month,dayofweek
5379800810,2,1.0,790,14200,1.0,0,0,3,7,790,0,1951,0,98188,47.458999999999996,-122.285,1430,10000,7,8,3
2919702655,2,1.0,890,4590,1.0,0,0,3,7,890,0,1923,0,98117,47.6901,-122.36200000000001,1310,4590,6,6,4
9826701201,2,1.5,1530,1012,2.0,0,0,3,8,1200,330,2005,0,98122,47.602,-122.306,1530,1425,9,2,0
1862900350,4,2.5,1930,9643,2.0,0,0,4,7,1930,0,1992,0,98031,47.4065,-122.18,1930,7525,10,6,1
236400130,3,2.5,1820,7242,1.0,0,0,3,7,1220,600,1959,0,98188,47.4318,-122.292,1350,8214,23,1,4
4027700666,4,2.5,3180,9603,2.0,0,2,3,9,3180,0,2002,0,98155,47.7717,-122.277,2440,15261,26,4,6
3585900190,3,2.5,3400,38400,1.0,0,4,3,8,1870,1530,1955,2015,98177,47.7611,-122.37200000000001,3400,24338,6,10,0
8732020720,4,2.25,2000,9000,1.0,0,0,4,8,2000,0,1978,0,98023,47.3125,-122.387,2190,8374,21,5,2
6788200596,4,3.5,3440,3800,3.0,0,0,3,9,3440,0,2014,0,98112,47.6408,-122.307,1760,3800,16,10,3
9358002375,6,3.0,2290,6344,2.0,0,0,3,7,2290,0,1980,0,98126,47.565,-122.37,1360,3202,5,3,3
8886000005,2,2.75,2090,23962,2.0,0,3,4,8,2090,0,1988,0,98070,47.4145,-122.44,1820,32340,9,3,0
2926049237,5,3.0,2270,6664,1.0,0,0,3,7,1340,930,1995,0,98125,47.7191,-122.315,1870,6187,6,10,0
2790400380,3,2.5,2020,11935,1.0,0,0,4,9,2020,0,1976,0,98052,47.632,-122.09200000000001,2410,12350,1,12,0
3630130130,3,2.5,1910,5125,2.0,0,0,3,9,1910,0,2006,0,98029,47.5481,-121.995,1910,3215,12,11,2
7888100240,4,1.5,1850,7547,1.5,0,0,4,7,1850,0,1960,0,98198,47.3714,-122.309,1730,7577,9,12,1
5100402644,4,1.5,1430,6380,1.5,0,0,4,7,1130,300,1945,0,98115,47.6942,-122.319,1570,6380,19,11,2
4073800140,3,3.25,2210,3600,2.0,0,0,3,8,1820,390,1995,0,98125,47.7031,-122.279,2010,6690,11,8,0
1545807990,3,1.75,1890,10661,1.0,0,0,5,7,1460,430,1978,0,98038,47.3583,-122.056,1680,9604,17,2,1
4217401365,5,3.25,3680,10300,1.5,0,0,4,10,3680,0,1927,0,98105,47.6548,-122.28,2690,7200,10,12,2
686400060,4,2.25,1890,8034,1.0,0,0,4,8,1890,0,1967,0,98008,47.6338,-122.117,1920,7210,20,8,2
4139400060,4,2.5,2970,9072,2.0,0,0,3,10,2970,0,1991,0,98006,47.562,-122.11399999999999,2740,8729,9,4,3
8682282070,3,3.5,2800,7694,1.0,0,0,3,9,2800,0,2005,0,98053,47.7095,-122.022,2420,7694,12,1,0
1139000135,4,1.0,1480,7560,1.5,0,0,3,7,1480,0,1940,0,98177,47.7079,-122.35799999999999,1480,7560,9,10,3
7227500830,2,1.0,720,4222,1.0,0,0,4,5,720,0,1942,0,98056,47.4965,-122.186,860,4785,28,5,2
8155800050,3,4.0,4160,31796,2.0,0,0,3,11,4160,0,1989,0,98053,47.6635,-122.01700000000001,4300,36192,22,4,2
8732000390,3,1.5,1270,11600,1.0,0,0,4,7,1270,0,1964,0,98031,47.4075,-122.196,1380,9945,29,5,3
5608030020,5,3.5,3370,16846,2.0,0,1,3,9,2650,720,1998,0,98027,47.5584,-122.089,3330,13000,3,2,1
7694600253,4,2.0,1300,7054,1.0,0,0,3,7,1300,0,1950,2013,98146,47.5071,-122.369,1560,7100,6,5,1
6899990200,4,3.0,3550,12327,1.5,0,0,4,10,2180,1370,1990,0,98011,47.7533,-122.205,3170,12937,2,7,2
1864700300,4,2.5,1970,7098,2.0,0,0,3,7,1970,0,2007,0,98038,47.3576,-122.05799999999999,1970,5361,10,10,4
1324039110,4,3.5,3050,7020,2.0,0,3,3,9,2050,1000,1984,0,98126,47.571000000000005,-122.374,2170,5900,26,11,2
5014000120,3,1.0,980,7200,1.0,0,0,4,7,980,0,1950,0,98116,47.5718,-122.395,1180,6572,17,6,1
5101405335,3,1.5,1260,9570,1.0,0,0,3,7,870,390,1941,0,98115,47.7004,-122.305,1620,7000,26,8,1
4055700030,3,4.5,3970,24920,2.0,0,2,3,10,3260,710,1977,1999,98034,47.7183,-122.258,2610,13838,2,5,5
8078550610,4,2.75,2180,8475,1.0,0,0,4,7,1330,850,1987,0,98031,47.4045,-122.17399999999999,1500,7140,20,1,1
1697000400,3,1.0,980,9115,1.0,0,0,3,7,980,0,1968,0,98198,47.3737,-122.31200000000001,1470,8716,30,3,0
3835502815,3,2.5,3110,9930,1.0,0,1,3,8,1640,1470,1954,0,98039,47.6112,-122.226,3650,14399,25,9,3
9522100485,5,1.75,2000,3750,2.0,0,0,4,7,2000,0,1921,0,98103,47.6618,-122.355,1520,3750,15,5,3
423059184,3,1.0,1960,9583,2.0,0,0,2,5,1960,0,1908,0,98056,47.505,-122.171,1850,8324,1,12,0
7283900153,3,1.0,1060,12000,1.0,0,0,3,7,1060,0,1952,0,98133,47.7703,-122.35,1550,10500,7,4,1
7338000800,3,1.5,1280,4031,2.0,0,0,4,6,1280,0,1985,0,98002,47.3342,-122.215,1150,4500,20,11,3
2595300210,4,1.5,1780,8400,1.0,0,0,3,7,1080,700,1969,0,98136,47.5173,-122.385,1660,8400,6,11,3
6117501015,3,1.0,1560,14333,1.0,0,0,4,7,1560,0,1953,0,98166,47.431999999999995,-122.348,1640,14333,6,6,4
868001402,4,3.5,3180,12528,2.0,0,1,4,9,2060,1120,1979,0,98177,47.7058,-122.37899999999999,2850,11410,5,3,3
1232000950,3,1.0,1110,4800,1.5,0,0,3,7,1110,0,1946,0,98117,47.6857,-122.37799999999999,1510,4320,12,3,3
5316100820,3,3.0,2350,1620,2.0,0,0,3,9,1560,790,2001,0,98112,47.6308,-122.279,2000,4380,22,1,3
1370800560,4,2.25,2480,6000,2.0,0,2,3,10,2380,100,1929,0,98199,47.6392,-122.406,3030,5600,13,10,0
1822069109,3,2.5,2540,51836,1.0,0,0,4,8,1820,720,1976,0,98042,47.388999999999996,-122.088,1650,51836,10,9,2
8691410100,5,2.75,3390,5211,2.0,0,0,3,9,3390,0,2004,0,98075,47.5977,-121.98100000000001,3210,5211,27,5,1
1972202505,3,2.5,1540,1256,3.0,0,0,3,8,1540,0,2004,0,98103,47.6498,-122.346,1500,1350,29,7,1
9828202545,3,1.5,1970,3400,1.5,0,0,4,8,1420,550,1929,0,98122,47.6163,-122.292,1940,4000,27,1,1
1921059045,2,1.0,1280,7861,1.0,0,0,4,6,1280,0,1913,0,98002,47.3007,-122.228,1020,6480,7,11,4
6079500230,3,2.75,1900,6400,1.0,0,0,5,7,1410,490,1942,0,98105,47.6697,-122.281,1350,6400,12,6,3
6200017,3,1.0,1340,21336,1.5,0,0,4,5,1340,0,1945,0,98032,47.4023,-122.273,1340,37703,12,11,2
5210200410,5,2.75,2790,20824,1.0,0,0,3,9,1680,1110,1959,0,98115,47.6948,-122.28200000000001,2380,10465,14,11,4
3755000060,3,1.0,1160,10500,1.0,0,0,4,7,1160,0,1966,0,98034,47.7267,-122.227,1520,10500,30,9,1
2652500070,2,1.75,1230,3600,1.5,0,0,5,7,1230,0,1925,0,98119,47.6423,-122.361,1210,4500,8,5,3
3523069060,3,1.75,1340,63597,1.0,0,0,4,7,1340,0,1963,0,98038,47.4379,-122.01100000000001,1950,87120,1,4,2
7875200005,3,1.0,1000,10560,1.0,0,0,3,7,1000,0,1955,0,98003,47.3217,-122.31700000000001,1190,9375,15,1,3
1912100885,3,1.5,1760,4000,2.0,0,0,3,8,1760,0,1922,0,98102,47.6401,-122.32,1760,4000,2,7,2
8647800040,3,2.5,1600,6700,2.0,0,0,3,8,1600,0,1991,0,98042,47.3618,-122.074,1790,7577,25,3,2
6392003490,3,1.0,1230,6000,1.0,0,0,4,7,780,450,1937,0,98115,47.6839,-122.281,1570,5000,23,7,2
9551201240,4,2.5,2800,4000,2.0,0,0,3,9,2800,0,2011,0,98103,47.6695,-122.339,1770,4200,30,10,3
2523039282,2,1.0,1420,21158,1.0,0,0,3,7,1420,0,1953,0,98166,47.4594,-122.359,1220,8625,21,11,4
1003400155,3,1.0,1100,7657,1.0,0,0,3,7,1100,0,1955,0,98188,47.4374,-122.285,1300,8000,11,8,0
1115100169,3,1.75,1900,7076,1.0,0,0,3,7,1130,770,1977,0,98155,47.7569,-122.32600000000001,1540,10113,3,12,2
1982200790,3,2.0,1490,3880,1.0,0,0,3,7,1490,0,1959,0,98107,47.662,-122.363,1490,3880,27,1,1
1079450410,5,2.5,2510,10240,1.0,0,0,4,8,1410,1100,1984,0,98059,47.4732,-122.141,2170,10500,17,4,4
4279600010,6,3.0,2470,9328,2.0,0,0,3,8,2470,0,1982,0,98007,47.6025,-122.15299999999999,2470,9454,30,12,1
2500600289,2,1.0,790,7500,1.0,0,0,3,7,790,0,1951,0,98198,47.4007,-122.294,1560,7794,16,4,3
3276930400,4,2.25,2220,36085,2.0,0,0,3,9,2220,0,1989,0,98075,47.5839,-121.991,3000,36906,22,10,2
3996900460,2,1.0,770,8149,1.0,0,0,3,6,770,0,1948,0,98155,47.7467,-122.3,880,8149,3,4,4
1438000190,4,3.5,2660,5690,2.0,0,0,3,8,1920,740,2014,0,98059,47.4775,-122.12200000000001,2970,5690,11,9,3
9264960480,4,2.5,2720,7350,2.0,0,0,3,9,2720,0,1989,0,98023,47.3028,-122.35,2570,8336,8,12,0
8085400355,5,3.0,3950,9520,1.0,0,0,3,9,2250,1700,1953,2002,98004,47.6363,-122.20700000000001,1890,9520,4,12,3
5112800291,3,2.5,2390,47480,2.0,0,0,3,9,2390,0,2007,0,98058,47.4517,-122.084,1720,44866,24,9,2
9517200180,3,2.0,1410,10078,1.0,0,0,4,6,1410,0,1983,0,98072,47.7587,-122.14399999999999,2090,9202,6,11,3
4077800518,3,1.0,890,7200,1.0,0,0,3,7,890,0,1951,0,98125,47.71,-122.286,1630,7455,11,6,2
2771602174,2,2.5,1160,1458,2.0,0,0,3,8,1040,120,2012,0,98119,47.6384,-122.37299999999999,1650,2311,1,7,1
1257201420,4,3.25,3730,4560,2.0,0,0,3,9,2760,970,2015,0,98103,47.6725,-122.33,1800,4560,9,7,2
7137800300,3,1.75,1200,9085,1.0,0,0,4,7,1200,0,1968,0,98023,47.2795,-122.353,1200,9085,8,7,1
3751606606,3,1.75,2259,26831,1.5,0,3,5,7,1491,768,1908,0,98001,47.2741,-122.266,1980,15794,17,7,3
3461000120,4,1.75,1740,12204,1.0,0,0,3,7,1270,470,1961,0,98155,47.7675,-122.277,2190,12204,30,4,3
3501600114,4,2.5,2310,4079,2.0,0,0,3,8,2310,0,2008,0,98117,47.6937,-122.361,1220,4800,19,6,3
1370801440,4,2.5,3520,7815,2.0,0,3,3,10,3140,380,1929,0,98199,47.6429,-122.412,2790,6644,25,3,2
9545230140,4,2.5,2310,9624,2.0,0,0,3,8,2310,0,1984,0,98027,47.5386,-122.053,1940,9636,25,7,4
3992700326,3,1.0,1380,5400,1.0,0,0,4,7,1380,0,1954,0,98125,47.7134,-122.288,1190,6075,22,8,4
1326069151,3,1.75,2160,22702,1.0,0,0,4,7,2160,0,1981,0,98019,47.7355,-121.98200000000001,1820,22687,24,2,1
6791400800,3,1.0,1830,12036,1.0,0,0,3,7,1550,280,1977,0,98042,47.3126,-122.04299999999999,1810,12036,13,4,0
8820902700,2,1.75,1210,7733,1.0,0,0,3,6,1210,0,1904,0,98125,47.7148,-122.28200000000001,1670,7733,22,4,2
5248800440,2,1.0,840,4000,1.0,0,0,3,6,840,0,1942,0,98108,47.5531,-122.307,1100,4000,17,2,1
2473101190,3,1.75,1530,8800,1.0,0,0,4,7,1040,490,1967,0,98058,47.4483,-122.15799999999999,1530,8690,27,4,0
7140600055,3,1.0,990,10800,1.0,0,0,4,6,990,0,1959,0,98002,47.293,-122.215,1060,10364,11,4,5
1420700030,7,4.0,2690,10880,1.0,0,0,4,8,2690,0,1960,0,98033,47.6787,-122.16799999999999,1840,10836,22,9,0
7852030320,3,2.5,2620,4874,2.0,0,0,3,7,2620,0,1999,0,98065,47.5328,-121.87899999999999,2360,4231,17,2,1
3856901435,4,2.0,1760,4500,1.5,0,0,5,7,1760,0,1906,0,98103,47.6711,-122.331,1740,4220,27,10,0
4123800330,3,2.25,1870,5876,2.0,0,0,3,7,1870,0,1986,0,98038,47.3779,-122.045,1670,6203,1,5,4
4139450760,5,4.5,4690,6705,2.0,0,0,3,10,3450,1240,1995,0,98006,47.5539,-122.10799999999999,4070,11505,15,12,0
6136900045,3,1.0,1660,6992,1.0,0,0,5,7,1260,400,1952,0,98155,47.7576,-122.318,1390,7359,21,8,3
91000135,4,1.5,2060,4000,1.5,0,2,3,7,1580,480,1920,1990,98103,47.6857,-122.353,1160,4000,7,5,3
200800480,3,2.5,1960,8469,2.0,0,0,4,8,1960,0,1984,0,98052,47.7236,-122.105,2040,8189,6,11,3
5067400162,3,2.0,1550,18958,1.5,0,0,3,7,1550,0,1983,0,98198,47.3699,-122.319,1840,12826,18,2,2
1328340630,3,2.75,1440,7350,1.0,0,0,4,7,1040,400,1980,0,98058,47.4431,-122.13799999999999,1510,7350,3,4,4
4338800500,3,2.0,1130,7200,1.0,0,0,4,6,1130,0,1944,0,98166,47.4779,-122.34200000000001,1270,7500,14,10,1
921059200,3,1.75,1310,8670,1.0,0,0,4,6,1310,0,1984,0,98092,47.3156,-122.186,2622,7191,13,8,2
7199100020,3,1.75,1570,15500,1.0,0,0,4,7,1570,0,1968,0,98052,47.6916,-122.12200000000001,1610,7500,14,7,0
9103000455,4,3.25,2190,4265,2.0,0,0,3,9,1540,650,2015,0,98122,47.6178,-122.29,1730,4265,24,4,4
7471900045,3,2.0,1760,7147,1.0,0,0,4,6,880,880,1936,0,98055,47.4799,-122.23200000000001,1720,7147,21,4,1
1898310100,3,2.5,1830,8372,2.0,0,0,3,8,1830,0,1987,0,98023,47.3116,-122.4,1770,8372,20,2,4
2629600016,2,1.0,2160,7439,1.0,0,0,4,6,1300,860,1953,0,98115,47.6981,-122.286,1680,7439,10,4,4
2769602840,3,1.0,1360,3737,1.5,0,0,4,6,1360,0,1910,0,98107,47.6751,-122.36200000000001,1820,4500,16,10,3
7972000010,3,1.75,1140,9628,1.0,0,0,4,7,1140,0,1969,0,98023,47.2933,-122.37200000000001,1510,9633,21,10,1
5561301150,5,3.0,3520,36558,2.0,0,0,4,8,2100,1420,1985,0,98027,47.4658,-122.007,3000,36558,11,11,1
6131600060,3,1.0,1200,8316,1.0,0,0,4,6,1200,0,1953,0,98002,47.3221,-122.215,1200,8316,15,8,4
2553300270,4,2.5,2980,12764,2.0,0,0,3,10,2980,0,1994,0,98075,47.5857,-122.027,3080,9810,5,11,2
3276200280,3,1.5,1580,10100,1.0,0,0,4,7,1580,0,1961,0,98055,47.4423,-122.193,1650,10032,19,12,4
8024200855,3,1.5,1620,5108,1.0,0,0,3,7,1620,0,1954,0,98115,47.6978,-122.316,1380,6130,28,7,0
782700120,3,1.75,1410,45302,1.0,0,0,3,7,1410,0,1980,0,98019,47.7077,-121.914,2240,49222,23,3,0
2771600550,4,3.5,4030,4200,3.0,0,0,3,9,4030,0,1992,0,98199,47.6416,-122.38600000000001,2130,5000,12,11,2
5589300495,3,2.75,2150,6576,1.0,0,0,4,7,1900,250,1926,0,98155,47.7539,-122.30799999999999,2150,9071,4,3,2
2296700050,4,3.0,2410,8284,1.0,0,0,5,7,1210,1200,1969,0,98034,47.7202,-122.22,2050,7940,10,10,4
3192000080,3,1.0,1210,10185,1.0,0,0,3,6,1210,0,1957,0,98146,47.4873,-122.345,1320,10245,29,10,2
5490220030,4,2.5,2110,11680,1.0,0,0,4,7,1420,690,1977,0,98052,47.6964,-122.118,1890,9600,25,2,2
3438500486,4,3.5,2380,5809,2.0,0,0,4,7,1750,630,1995,0,98106,47.5536,-122.359,1620,5775,16,10,3
8562500380,4,2.5,3080,8451,1.0,0,0,3,7,1540,1540,1969,0,98052,47.674,-122.154,1550,8125,9,3,0
3876000970,6,2.25,2930,15949,1.0,0,0,4,8,1730,1200,1965,0,98034,47.7188,-122.185,1730,8550,6,8,2
3856903495,4,1.75,2100,4750,1.0,0,0,3,7,1340,760,1975,0,98103,47.6695,-122.333,1700,4125,9,7,2
1102000196,4,2.75,1720,6270,2.0,0,0,3,8,1720,0,1978,0,98118,47.5458,-122.26799999999999,2130,8700,27,5,1
3121500340,4,2.5,2900,23488,2.0,0,0,3,9,2900,0,1992,0,98053,47.6726,-122.03,2900,34589,12,7,5
3303950760,4,2.5,2710,8127,2.0,0,0,3,8,2710,0,1994,0,98038,47.379,-122.03200000000001,2520,8436,28,7,0
927200380,4,2.5,2090,12833,1.0,0,0,3,7,1220,870,1969,0,98034,47.7266,-122.175,1740,11200,20,4,0
1917300025,2,1.0,860,6000,1.0,0,0,3,6,860,0,1945,0,98022,47.2109,-121.985,1300,6000,27,1,1
9187200275,4,2.25,2240,5000,2.0,0,0,3,8,1770,470,1900,2014,98122,47.6027,-122.295,2120,5000,20,4,0
2273600260,3,2.25,1720,8521,1.0,0,0,4,7,1140,580,1984,0,98033,47.6882,-122.184,1530,8692,3,4,4
2560800165,2,1.0,850,5000,1.0,0,0,3,6,850,0,1976,0,98198,47.3817,-122.314,1160,5000,16,3,0
53500760,4,2.5,2660,4082,2.0,0,0,3,7,2660,0,2010,0,98042,47.3414,-122.055,2390,4876,8,12,0
1112700010,3,2.25,1600,10240,1.0,0,0,3,7,1090,510,1979,0,98034,47.7281,-122.23200000000001,1520,9394,19,6,3
2215450150,4,2.5,2280,7200,2.0,0,0,3,8,2280,0,1994,0,98030,47.3829,-122.20700000000001,2250,7200,30,5,4
8087800430,4,1.75,2430,14000,1.0,0,0,4,7,1580,850,1963,0,98052,47.6554,-122.134,1910,8285,10,2,1
5450300010,3,1.5,1680,13751,1.0,0,0,4,7,1680,0,1951,0,98040,47.5716,-122.227,1760,13500,2,9,1
1102000095,4,2.5,3220,5120,2.0,0,0,3,9,2420,800,2000,0,98118,47.5434,-122.27,1770,7680,5,8,1
3764500230,3,2.0,1820,4418,2.0,0,0,4,8,1820,0,1994,0,98033,47.6947,-122.19,1920,13402,21,8,3
8731901940,5,1.75,1930,8040,1.0,0,0,4,8,1930,0,1966,0,98023,47.3109,-122.376,2370,8000,4,3,2
7129304085,3,2.25,2220,4060,1.0,0,0,3,7,1330,890,1993,0,98118,47.5188,-122.265,1930,5625,8,7,1
809002215,5,2.0,3370,5000,1.5,0,0,4,7,2140,1230,1907,0,98109,47.6373,-122.35,1920,3200,19,5,0
4083306045,5,3.75,3330,5042,2.0,0,2,3,9,2470,860,2014,0,98103,47.6497,-122.339,1780,3990,29,10,2
7855300200,4,2.75,2680,8500,1.0,0,4,4,9,1480,1200,1962,0,98006,47.5634,-122.156,2940,8650,19,3,3
1829300270,4,2.5,2780,13521,2.0,0,0,3,10,2780,0,1987,0,98074,47.6374,-122.042,2980,11454,21,8,3
9406520580,3,2.25,1646,9519,2.0,0,0,3,7,1646,0,1994,0,98038,47.3646,-122.036,1975,8889,19,8,1
3750605349,3,1.0,1220,9600,1.0,0,0,5,7,1220,0,1958,0,98001,47.2622,-122.28200000000001,1310,9600,4,3,2
7334501300,3,1.75,1630,11475,1.0,0,0,4,7,1330,300,1979,0,98045,47.4635,-121.74600000000001,1630,11475,6,3,4
8835400775,4,3.25,2557,9480,2.0,0,2,3,7,2557,0,1948,1993,98118,47.5449,-122.262,2220,8340,26,10,6
7841300535,2,2.5,1560,5333,1.0,0,0,3,5,780,780,1947,0,98055,47.4749,-122.213,1010,4800,9,4,3
4307320280,4,2.5,2160,5455,2.0,0,0,3,7,2160,0,2003,0,98056,47.4799,-122.18299999999999,2160,5257,30,7,2
1656600310,4,2.5,2660,22050,2.0,0,0,3,9,2660,0,1996,0,98059,47.4911,-122.125,3060,21111,14,7,0
3275890310,3,2.0,2110,9199,1.0,0,0,3,10,2110,0,1993,0,98074,47.6496,-122.083,3130,8841,12,2,3
5029450200,3,1.5,1520,6805,1.0,0,0,4,7,1040,480,1981,0,98023,47.2907,-122.367,1440,7041,23,3,0
2294900010,3,1.75,2790,36585,1.0,0,0,4,8,1410,1380,1970,0,98027,47.4734,-121.999,1900,45302,13,8,2
8570900328,2,1.0,1170,10621,1.0,0,0,3,7,1170,0,1963,0,98045,47.497,-121.78,1340,9832,3,6,1
9521100280,3,2.5,1250,1103,3.0,0,2,3,8,1250,0,2005,0,98103,47.6619,-122.352,1250,1188,12,6,3
4139480200,4,3.25,4290,12103,1.0,0,3,3,11,2690,1600,1997,0,98006,47.5503,-122.102,3860,11244,9,12,1
273800100,4,1.75,1480,9523,1.0,0,0,3,7,1120,360,1959,0,98030,47.3732,-122.21700000000001,1590,8300,19,12,4
5021900050,3,2.0,1870,9527,1.0,0,0,4,7,1870,0,1951,1997,98040,47.5777,-122.22399999999999,1970,11904,18,8,0
8691350130,4,2.5,2927,12171,2.0,0,0,3,10,2927,0,1998,0,98075,47.5948,-121.98299999999999,2967,12166,4,2,2
8673400052,3,2.75,1370,1193,3.0,0,0,3,8,1370,0,2003,0,98107,47.67,-122.39200000000001,1320,1180,3,4,4
226039316,5,3.5,3490,9680,2.0,0,4,3,9,2460,1030,1980,0,98177,47.7757,-122.391,3080,13489,3,6,1
